id,commercial_name,county_code,full_address,UTMx,UTMy,latitude,longitude
cens-0828450006-2602,AREA OPTICA SLL,21.0,"C/ CAMI RAL 119, 08490 TORDERA",476705.75,4616135.15,41.6966069,2.7200543
cens-0828450006-2852,FEDEROPTICS TORDERA -ESPAI OPTIC LLORET,21.0,"c/ Amadeu Vives 25, 08490 TORDERA",476806.97,4616300.6,41.6981001,2.7212643
cens-0827320002-668,ANTIGA ESCOLA DE CA L'AVI,3.0,"PL. SANT JOAN 1, 08739 SUBIRATS",394544.0,4585057.0,41.4100928,1.738247
cens-0804780001-587,ÒPTICA JANÉ,7.0,"PL DE LA FIRA 6, B, 08261 Cardona",390568.98,4640996.16,41.9132911,1.6804532
cens-0811410007-2891,ÒPTICA UNIVERSITÀRIA,11.0,"RBLA BOBILES 1, LOC3, 08760 MARTORELL",409650.86,4592277.96,41.4769653,1.9178831
cens-0813850006-444,MOIÀ VISIÓ,42.0,"CTRA BARCELONA 3, 08180 Moià",425131.47,4628928.65,41.8086452,2.0986826
cens-0813850006-294,ÒPTICA MOIÀ,42.0,"PL MAJOR 8, 08180 Moià",425081.74,4629303.93,41.8120203,2.0980366
cens-0820210007-1206,Sanjuan òptics,41.0,"C MAJOR (SANT CELONI) 170, 08470 Sant Celoni",457792.11,4615536.74,41.6904386,2.4928029
cens-0816140003-224,Opticalia,6.0,"Cr Piereta 44, 08784 Piera",395968.04,4597548.69,41.5227723,1.7531277
cens-0816140003-687,Vista ôptica Focus,6.0,"Cr Pau Claris 14-16, Local 3, 08782 Piera",395900.33,4597630.43,41.5234996,1.7523022
cens-0810690004-7363,Maria Roca Optica,41.0,"AV PAU CASALS 87 bis, 08450 Llinars del Vallès",449993.53,4609954.09,41.6397049,2.3995621
cens-0810690004-7530,Optica Llinars,41.0,"C SANTIAGO RUSIÑOL 12, 08450 Llinars del Vallès",450111.28,4609891.18,41.6391457,2.4009811
cens-0815930008-2200,ÒPTICA 90,41.0,"AV CATALUNYA 90, 08150 Parets del Vallès",435637.04,4601328.52,41.5609882,2.2281205
cens-0806890004-204,OPTICA VILOSA,11.0,"C MAJOR 107, 08758 Cervelló",412834.12,4583271.34,41.3962023,1.9573021
cens-0802910007-88,MASVISION,21.0,"CTRA NACIONAL II 644, LOCAL 24 I 25, 08349 Cabrera de Mar",451679.3,4596572.21,41.5192783,2.4208803
cens-0828580001-200,CLÍNICA DEL PEU,24.0,"C BELLMUNT 13, B * *, 08570 TORELLÓ",439258.71,4655485.95,42.0490333,2.266004
cens-0803330008-2663,NATURAL OPTICS MONTBUI-CENTRE AUDITIU,41.0,"AV PI I MARGALL 129, 08140 CALDES DE MONTBUI",430668.43,4608797.25,41.6278397,2.167676
cens-0811410007-1157,PLANS,11.0,"C FRANCESC SANTACANA 22, 08292 MARTORELL",410602.0,4592159.0,41.4760005,1.9292907
cens-0817270005-3879,MR OPTICS,21.0,"C MOSSEN JACINT VERDAGUER 64-66, PB 2, 08330 Premià de Mar",446306.75,4593637.55,41.4925035,2.3567561
cens-0811410007-311,CENTRE VISIÓ GRUP,11.0,"AVGDA FRANCESC RIERA 9, 08760 MARTORELL",409463.0,4592868.0,41.482258,1.9155449
cens-0811410007-1343,ÓPTICA EL PLA,11.0,"C PEP VENTURA 8, 08760 MARTORELL",409712.0,4592670.0,41.4805029,1.9185566
cens-0811410007-902,BCN ÒPTICS MARTORELL,11.0,"AVGDA FRANCESC RIERA 10, local 6, 08760 MARTORELL",409378.0,4592922.0,41.4827347,1.9145188
cens-0811410007-915,G&MÒPTICS,11.0,"C JOAN MARAGALL 3, 08760 MARTORELL",409553.0,4592576.0,41.4796384,1.9166665
cens-0811410007-1368,SANT JORDI ÓPTICOS,11.0,"AVGDA CAPITÀ FRANCESC BATLLEVELL 2, local 8, 08760 MARTORELL",409928.0,4592281.0,41.4770238,1.9212014
cens-0811410007-56,OPTICA 2000,11.0,"RBLA DE LES BÒBILES 5-7, 08760 MARTORELL",409570.0,4592467.0,41.4786587,1.9168865
cens-0828580001-477,OPTICA TORELLÓ,24.0,"C ESTUDIS (ELS) 3, * * A, 08570 TORELLÓ",439156.13,4655306.76,42.0474116,2.2647831
cens-0811410007-1426,MULTIÓPTICAS JOSA,11.0,"PL VILA 9, 08760 MARTORELL",410735.0,4592177.0,41.4761774,1.9308807
cens-0811410007-974,MULTIÓPTICAS JOSA,11.0,"C DOCTOR LLUÍS GAYÀ 2 B, 08760 MARTORELL",409752.0,4592470.0,41.4787062,1.9190655
cens-0827470005-687,ÒPTICA RIBERA,7.0,"C GONZALEZ SOLESIO 35, 08260 Súria",396408.64,4631694.65,41.8303198,1.7524826
cens-0821350006-1370,ÒPTICA BAGES,7.0,"C GERMAN DURAN 1, BAIXOS 2, 08272 SANT FRUITÓS DE BAGES",406623.7,4622784.57,41.7513512,1.8768769
cens-0810560009-130,VISTAOPTICA,41.0,"AVGDA Onze de Setembre 37, 08120 LLAGOSTA",432692.0,4596203.0,41.514582,2.1933789
cens-0812060009-96,ÒPTICA MATADEPERA,40.0,"PSAJE RELLOTGE (DEL) 3, B, 08230 MATADEPERA",419010.62,4605960.0,41.6011888,2.0281259
cens-0890240003-654,OPTIFUTUR,41.0,"RONDA EIXAMPLE (DE L') 67, 08410 VILANOVA DEL VALLÈS",440420.7,4600190.23,41.5511066,2.2855975
cens-0826280001-287,CENTRE ÒPTIC DEL BAGES,7.0,"C PRIM 5, BX, 08295 Sant Vicenç de Castellet",405325.52,4613243.64,41.6652769,1.8627808
cens-0806410007-10,OPTINOVA SCP,42.0,"C BELLVER 6, 08183 Castellterçol",426897.11,4622395.26,41.7499698,2.1207403
cens-0826710007-237,VISTA OPTICA,40.0,"PL SANT MENNA 8, 08181 Sentmenat",428060.22,4606441.23,41.6063896,2.1366509
cens-0816350006-700,OPTICA CLARAMUNT,21.0,"PL MELIES 31, BAIXOS LOCAL 1, 08397 Pineda de Mar",474090.24,4608385.81,41.6267262,2.6889581
cens-0816350006-458,OPTICA MARESME,21.0,"PTGE PARE COLL 1, LOCAL 2 I 3, 08397 Pineda de Mar",474209.83,4608295.19,41.6259139,2.6903977
cens-0816350006-2494,OPTICA POBLE NOU,21.0,"AV HISPANITAT 17-19, LOCAL 1, 08397 Pineda de Mar",472605.93,4607423.65,41.6180102,2.6711836
cens-0811200000-1212,ÒPTICA MANLLEU,24.0,"C SANT JORDI 7, MANLLEU",440818.51,4650015.23,41.9998827,2.2854031
cens-0827470005-1175,ÒPTICA SÚRIA,7.0,"C GONZALEZ SOLESIO 1, BX A, 08260 Súria",396323.18,4631772.17,41.8310067,1.7514401
cens-0813500000-223,OPTICA HOSPITALÀRIA,41.0,"C MAJOR 53, LOC 3, 08160 Montmeló",437104.97,4600139.95,41.5503999,2.2458478
cens-0826130008-124,MURALLA OPTICA,21.0,"CTRA N-II PK 673 (CENTRE COMERCIAL CARREFOUR) LOCAL 2, 08398 Santa Susanna",476471.0,4609545.0,41.6372411,2.7174928
cens-0817270005-1190,ÒPTICA CASABLANCA,21.0,"C GRAN VIA DE LLUIS COMPANYS 162, PB 1-2, 08330 Premià de Mar",446342.32,4593596.99,41.4921406,2.3571858
cens-0817270005-3635,CENTRE OPTIC MARESME,21.0,"C MOSSEN JACINT VERDAGUER 71, PB 2, 08330 Premià de Mar",446326.9,4593677.74,41.4928669,2.3569939
cens-0817270005-1146,ÒPTICA COTTET,21.0,"C GRAN VIA DE LLUIS COMPANYS 149, PB, 08330 Premià de Mar",446270.7,4593581.27,41.4919942,2.3563292
cens-0813500000-265,OPTICA CATAFAL,41.0,"AV POMPEU FABRA 4, LOC A, 08160 Montmeló",437342.81,4600325.57,41.5520904,2.24868
cens-0811200000-1524,OPTICA ESTRADA,24.0,"AV ROMA 97, 08560 Manlleu",440843.07,4650479.56,42.0040663,2.2856528
cens-0815550006-336,ÒPTICA PALAFOLLS,21.0,"PL DE LES VALLS D'AX 2-2, LOCAL 1, 08389 PALAFOLLS",479390.17,4613029.64,41.668709,2.7524221
cens-0816350006-3379,ÒPTICA MURALLA,21.0,"C MORAGAS I BARRET 57-59, lc B, 08397 Pineda de Mar",474029.66,4608253.95,41.6255365,2.6882366
cens-0813500000-270,ÒPTICA CATAFAL,41.0,"AV POMPEU FABRA 2, 08160 Montmeló",437350.14,4600336.78,41.5521919,2.2487668
cens-0815930008-2740,AJUNTAMENT - ÀREA DE SERVEIS TERRITORIALS,41.0,"C MAJOR 1, 08150 Parets del Vallès",436112.68,4602645.58,41.5728886,2.233684
cens-0802910007-92,AREA CAMPER BARCELONA BEACH,21.0,"C MONTNEGRE, 08349 Cabrera de Mar",449956.2,4595869.47,41.5128428,2.4002886
cens-0823780001-62,Acampades el Solà,24.0,"Finca El S, 08580 Sant Quirze de Besora",437546.0,4660852.0,42.0972252,2.2447366
cens-0809770005-50,PIC-NIC CAN PASCUAL,41.0,"LUGAR CAN PASCUAL S/N, 08474 Gualba",459895.0,4619194.0,41.7234881,2.5178256
cens-0814450006-202,OLVAN BENZINA I NERVI,14.0,"FINCA LA TOR D'OLVAN S/N, 08611 Olvan",410565.57,4659328.04,42.0808909,1.91874
cens-0812060009-196,TORRENT DE L'ESCAIOLA,40.0,"CTRA TERRASSA A TALAMANCA (TORRENT DE L'ESCAIOLA) KM.7.3, 08230 MATADEPERA",416471.93,4609304.55,41.6310483,1.9971995
cens-0828450006-2687,XARCUTERIA CAN VERDUM,21.0,"C/ Dr. Trueta 16-18, 08490 TORDERA",476587.45,4616458.01,41.6995115,2.7186199
cens-0820210007-3281,Xarcuteria Amadeu,41.0,"C CAMPINS 028, 08470 Sant Celoni",457512.41,4615504.36,41.6901321,2.4894443
cens-0828450006-2649,+KPA FORN DE PA I DEGUSTACIÓ,21.0,"Av.  Països Catalans 6, 08490 TORDERA",476730.63,4615946.55,41.6949089,2.7203607
cens-0800180001-1792,ILIAS Mòbil,11.0,"AV GENERALITAT 28, L2, 08630 Abrera",408123.8,4597073.19,41.5199772,1.8988653
cens-0800180001-1961,Ghalanfhone,11.0,"C TERRASSA 2, 08630 Abrera",408144.32,4597004.56,41.5193615,1.8991217
cens-0828450006-2991,ENTREMOTOS,21.0,"C/ CAMI RAL 136 LOCAL 2, 08490 TORDERA",476704.23,4616081.72,41.6961256,2.7200381
cens-0816140003-207,Punt Com,6.0,"Cr Sant Cristòfol 33, Baixos, 08784 Piera",395734.24,4597457.63,41.5219219,1.750342
cens-0800180001-484,ÀNGELS JOIERIA,11.0,"C Hostal del Pi 4-6, local 5 (MCA), 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0800180001-1418,THE PHONE HOUSE,11.0,"C Hostal del Pi 4-6, local 11 (MCA), 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0800180001-1539,YOIGO,11.0,"C Hostal del Pi 4-6, 29, 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0800180001-1068,Viñas e Hijos,11.0,"PG ESGLESIA 7, 08630 Abrera",408349.84,4596742.34,41.5170235,1.9016243
cens-0800180001-769,TRIA,11.0,"C Hostal del Pi 4-6, local 37 (MCA), 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0828580001-1250,TRENDY,24.0,"C SANT MIQUEL 31, 08570 Torelló",439005.6,4655376.26,42.0480258,2.2629571
cens-0800180001-431,CORTINES CARMONA,11.0,"PG ESTACIO 17, local  2, 08630 Abrera",408424.55,4597142.6,41.5206368,1.9024586
cens-0820210007-3256,El petit xaloc,41.0,"CTRA VELLA (SANT CELONI) 027, LOCAL 1, 08470 Sant Celoni",457549.0,4615193.0,41.6873297,2.4899061
cens-0800180001-1850,Trapitos - nens i nenes,11.0,"RBLA TORRENTET 16, 08630 Abrera",408114.63,4596794.81,41.5174691,1.8987979
cens-0802290004-3820,TEXTIL SEU,14.0,"PG INDUSTRIA 62, 08600 Berga",405226.38,4662006.08,42.1043799,1.8537673
cens-0800180001-1135,LA BOTIGA DE CASA,11.0,"PL Rafael Casanova 14, locals             2-4, 08630 Abrera",408222.61,4597003.62,41.519362,1.9000599
cens-0800180001-1758,SLAAP,11.0,"C Hostal del Pi 4-6, local 36B (MCA), 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0800180001-520,POWER PEOPLE,11.0,"C Hostal del Pi 4-6, local 4 (MCA), 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0800180001-1657,MODA I COMPLEMENTS - LAVANDA,11.0,"RBLA TORRENTET 16, 08630 Abrera",408114.63,4596794.81,41.5174691,1.8987979
cens-0800180001-1843,Euma,11.0,"CAMI SAGRAMENTS 29, 08630 Abrera",407380.49,4596610.45,41.5157242,1.8900296
cens-0800180001-1886,Tradys Supermercats,11.0,"PG ESTACIO 11, bxs, 08630 Abrera",408204.5,4597159.78,41.5207663,1.8998191
cens-0800180001-1967,CatalaManxa,11.0,"RBLA TORRENTET 14, E, 08630 Abrera",408180.46,4596784.12,41.5173804,1.8995884
cens-0820210007-3486,SERVI-SENT,41.0,"AV PAU 001, 08470 Sant Celoni",457318.71,4615060.33,41.6861224,2.4871485
cens-0800180001-1586,GOTTA PERFUMERIES,11.0,"C Hostal del Pi 4-6, local 36A (MCA), 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0800180001-1621,NACHO FLORES Y MÁS...,11.0,"AV GENERALITAT 24, 08630 Abrera",408143.14,4597045.04,41.5197259,1.8991014
cens-0800180001-1782,EL JARDÍ ENCANTAT DE L'ANNA,11.0,"C TERRASSA 2, 08630 Abrera",408144.32,4597004.56,41.5193615,1.8991217
cens-0820210007-3596,PINTURAS LA MODERNA,41.0,"C MALLORCA 15, 08470 Sant Celoni",458096.46,4615296.66,41.6882923,2.4964769
cens-0800180001-1356,PEIXOS DE MARILÓ,11.0,"RBLA TORRENTET 16, parada 16 (MMA), 08630 Abrera",408114.63,4596794.81,41.5174691,1.8987979
cens-0800180001-934,ORIGINAL ART,11.0,"C Hostal del Pi 4-6, local 22 annex (MCA), 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0800180001-652,FORN DE PA MARSAN,11.0,"AV Generalitat 33, local, 08630 Abrera",408178.19,4596935.96,41.5187476,1.899538
cens-0800180001-269,FORN DE PA JORBA,11.0,"AV Generalitat 32, local 4, 08630 Abrera",408101.7,4597102.16,41.5202356,1.8985961
cens-0800180001-101,ESTIRAT,11.0,"PG ESTACIO 11, local, 08630 Abrera",408204.5,4597159.78,41.5207663,1.8998191
cens-0800180001-188,CARPINTERÍA METÁLICA F. AGUILERA,11.0,"AV LLUIS COMPANYS 8, local, 08630 Abrera",408319.43,4596638.73,41.516087,1.9012757
cens-0804780001-458,KEBAB,7.0,"CTRA DEL MIRACLE 49, 08261 Cardona",390454.7,4640748.49,41.9110451,1.6791215
cens-0800180001-1345,BRICOCENTRO,11.0,"C Hostal del Pi 2, bxs., 08630 Abrera",408497.21,4595545.53,41.506262,1.903572
cens-0820210007-3570,Somnis,41.0,"C MAJOR (SANT CELONI) 030, 08470 Sant Celoni",457446.38,4615250.56,41.6878426,2.488669
cens-0830080001-1309,TERPAN S.L.,40.0,"C CAN MIR 1-3, 08232 VILADECAVALLS",414281.53,4600616.32,41.5525698,1.9721487
cens-0800180001-1793,LA PAPERERIA D'ABRERA,11.0,"RBLA TORRENTET 12, 08630 Abrera",408180.46,4596784.12,41.5173804,1.8995884
cens-0800180001-1924,La Figaflor,11.0,"PL RAFAEL CASANOVA 1, 08630 Abrera",408211.61,4597105.72,41.5202803,1.8999126
cens-0800180001-1890,Papereria El Tiki,11.0,"PG ESTACIO 25, local, 08630 Abrera",408477.8,4597146.9,41.5206816,1.903096
cens-0800180001-1705,FRUIT&DOLÇ,11.0,"C Hostal del Pi 4-6, local 8 (MCA), 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0800180001-1572,DRIM,11.0,"C Hostal del Pi 4-6, local 12 (MCA), 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0800180001-954,DECOFINESTRES,11.0,"C MARTORELL 3-5, 08630 Abrera",408144.32,4597004.56,41.5193615,1.8991217
cens-0800180001-1646,L'ANTONIA,11.0,"RB Torrentet 16, parada 15 (MMA), 08630 Abrera",408114.63,4596794.81,41.5174691,1.8987979
cens-0800180001-1941,Fruites Verdures Abrera,11.0,"C MARTORELL 2, 08630 Abrera",408088.62,4597026.56,41.5195533,1.8984509
cens-0800180001-1682,AGRONATURANDIA,11.0,"C Hostal del Pi 4-6, local 7 (MCA), 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0800180001-1908,Mascotes King,11.0,"PG ESTACIO 7-9, 08630 Abrera",408154.66,4597170.58,41.5208579,1.8992202
cens-0800600000-2716,eco carnics,21.0,"RIERA BISBE POL 9-, BAIX, 08350 ARENYS DE MAR",462364.3,4603481.93,41.5820892,2.548502
cens-0820210007-3282,Polleria Mercè,41.0,"C CAMPINS 028, 08470 Sant Celoni",457512.41,4615504.36,41.6901321,2.4894443
cens-0800180001-69,ESTACIÓ DE SERVEI HAM,11.0,"C SALVADOR SEGUI 1, 08630 Abrera",408023.82,4596516.96,41.5149564,1.8977523
cens-0800180001-485,Petronieves,11.0,"C Hostal del Pi 4-6, local 34 (MCA), 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0800180001-758,GAGO,11.0,"C Hostal del Pi 4-6, local 20 (MCA), 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0800180001-956,FINQUES PALMA,11.0,"C ROSERS 60, 08630 Abrera",408178.19,4596935.96,41.5187476,1.899538
cens-0800180001-509,MIRÓ,11.0,"C Hostal del Pi 4-6, local 13.2 (MCA), 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0800180001-1401,POLLASTRES EL CORRAL,11.0,"RB Torrentet 16, parada 20 i mag. 12 (MMA), 08630 Abrera",408114.63,4596794.81,41.5174691,1.8987979
cens-0800180001-1643,ORANGE,11.0,"C Hostal del Pi 4-6, local 27 (MCA), 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0800180001-1918,GrupNred,11.0,"Av LLUIS COMPANYS 2, 08630 Abrera",408381.47,4596654.66,41.5162375,1.9020166
cens-0800180001-1913,Arrifi Serveis,11.0,"RBLA TORRENTET 2, 1 Bxs, 08630 Abrera",408341.52,4596748.46,41.5170777,1.9015237
cens-0800180001-564,DIGIART,11.0,"C Hostal del Pi 4-6, local 9 (MCA), 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0800180001-1907,WÜRTH,11.0,"C TREBALL 2, 08630 Abrera",407909.93,4596531.08,41.5150705,1.8963855
cens-0800180001-1722,FERRETERIA SCORPIO - CADENA 88,11.0,"PG ESGLESIA 5, local A, 08630 Abrera",408345.07,4596707.52,41.5167094,1.9015724
cens-0800180001-1795,ABACUS,11.0,"C HOSTAL DEL PI 4-6, L 22 int, 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0800180001-1013,BASE: SAYAS SPORTS,11.0,"C Hostal del Pi 4-6, local 38 (MCA), 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0800180001-728,BELLES ARTS MARIA JESÚS,11.0,"PL PAU CASALS s/núm., 08630 Abrera",408312.51,4596819.51,41.5177143,1.9011652
cens-0800180001-1485,BONAREA,11.0,"PL DOCTOR TRUETA 4, 08630 Abrera",408289.65,4596693.12,41.5165734,1.9009106
cens-0800180001-1934,Supermercat Latino,11.0,"PG ESTACIO 25, 3, 08630 Abrera",408477.8,4597146.9,41.5206816,1.903096
cens-0803700000-429,Supermercat SPAR,24.0,"av.  Pau Casals 2, 08506 Calldetenes",440660.0,4641715.0,41.9251176,2.2843263
cens-0820210007-3521,Eira's,41.0,"CTRA VELLA (SANT CELONI) 087, 08470 sant celoni",457819.9,4615393.3,41.6891482,2.493147
cens-0802290004-3829,Nace Telefonia SL,14.0,"PL VILADOMAT 09, BXS, 08600 Berga",404765.08,4661977.34,42.1040653,1.8481939
cens-0802290004-3846,BOTIGA DE VENDA D'APARELLS ELECTRÒNICS I TELEFÒNICS,14.0,"PL CIUTAT 06, 08600 Berga",404534.53,4661972.87,42.103997,1.8454069
cens-0800180001-1963,Talio,11.0,"CAMI SAGRAMENTS 65, 08630 Abrera",407046.09,4596887.25,41.5181783,1.88598
cens-0808500000-84,TURISME RURAL CAL TURRÓ,3.0,"CAL TURRO 46, 08736 Font-rubí",389591.0,4585562.0,41.4139754,1.6789083
cens-0819950006-239,RURAL LA CODINA,24.0,"La Codina, 0850 Sant Bartomeu del Grau",430300.8,4648023.66,41.9810861,2.1586537
cens-0800180001-1798,TRANSDIEZ,11.0,"AV CA N'AMAT 10, 08630 Abrera",407839.53,4595787.5,41.5083658,1.8956558
cens-0800180001-1884,IVORY Centre Estètic,11.0,"PL RAFAEL CASANOVA 7, 3, 08630 Abrera",408246.88,4597099.06,41.5202243,1.9003362
cens-0800180001-1506,KTL,11.0,"C Progrés 4, 08630 Abrera",407731.43,4596638.59,41.5160182,1.8942302
cens-0810690004-7994,Mar i Terra,41.0,"C RAVALET 9, 2N 4A, 08450 LLINARS DEL VALLES",450500.85,4609941.71,41.639625,2.4056543
cens-0800180001-1277,INSTAL·LACIONS COLLMAR,11.0,"C Francesc Layret 12-14, 08630 Abrera",407286.34,4597050.13,41.519673,1.8888337
cens-0800180001-1715,GRUPO HAM,11.0,"C PROGRES 11, 08630 Abrera",407499.59,4596949.5,41.5187914,1.8914045
cens-0800180001-1897,RDT Ingenieros,11.0,"C CAN NOGUERA 16-18, 08630 Abrera",407817.97,4595846.54,41.508895,1.8953884
cens-0830080001-1287,METAFIL SYSTEM,40.0,"C SANT MIQUEL DE TOUDELL 07-N14, 08232 VILADECAVALLS",414389.36,4600822.1,41.5544346,1.9734121
cens-0810690004-7993,Acerflec,41.0,"C VILALBA 21, 08450 LLINARS DEL VALLES",452984.86,4612187.67,41.6600045,2.4353022
cens-0800180001-1903,AMS Taller,11.0,"C FLORIDA 4, 08630 Abrera",408409.02,4596688.4,41.5165445,1.9023416
cens-0800180001-1987,Fridiel,11.0,"C CAN NOGUERA 4, 08630 Abrera",407839.53,4595787.5,41.5083658,1.8956558
cens-0800180001-1174,Cupra,11.0,"AV Ca n'Amat 11, 08630 Abrera",407871.66,4595551.6,41.506245,1.8960768
cens-0800180001-1561,TALLER GUILLÉN,11.0,"C Salvador Seguí 3, nau 10, 08630 Abrera",407968.94,4596679.93,41.5164178,1.8970698
cens-0810690004-7991,Planchiseria Industrial Reicol,41.0,"RD COLLSABADELL 17, B11, 08450 LLINARS DEL VALLES",451446.09,4610920.72,41.648501,2.4169239
cens-0811540003-568,"NET I SERRA, S.L.",41.0,"C SANT MARTÍ (DE) 20-36, 08107 MARTORELLES",435552.27,4597874.61,41.529873,2.2274744
cens-0800180001-1992,Packaging Valldeperas,11.0,"CAMI SAGRAMENTS 11, 08630 Abrera",407840.58,4596522.28,41.5149833,1.8955559
cens-0819230008-474,MECANITZACIONS J.F.,7.0,"POL SANTA ANNA 1 NAU 11, 08251 SANTPEDOR",405150.0,4626006.0,41.7801868,1.8586406
cens-0800180001-1950,Fraalfa,11.0,"C PROGRES 1, 08630 Abrera",407700.8,4596637.38,41.5160037,1.8938634
cens-0800180001-1892,Sergi Aguilera,11.0,"C SANT JAUME 32, 08630 Abrera",407692.52,4597335.92,41.5222937,1.893657
cens-0820210007-3653,ESCLAT-BON PREU,41.0,"C AMADEU VIVES cant Industria, 08470 Sant Celoni",457873.4,4615087.79,41.6863993,2.4938114
cens-0800180001-1321,MERCADONA,11.0,"RB Torrentet 16, soterrani (MMA), 08630 Abrera",408114.63,4596794.81,41.5174691,1.8987979
cens-0800180001-1635,SUPERMERCAT ALI,11.0,"RBLA TORRENTET 6, local 14, 08630 Abrera",408302.91,4596754.09,41.517124,1.9010602
cens-0800180001-1678,FORN DE PA - ALIMENTACIÓ ABRERA,11.0,"C Rebato 4, local, 08630 Abrera",407881.23,4597213.21,41.5212104,1.8959372
cens-0800180001-1825,Condis Express,11.0,"C MARTORELL 6, bxs L 9-10, 08630 Abrera",408093.34,4596990.35,41.5192277,1.898513
cens-0800180001-1978,Supermercat Barat,11.0,"AV GENERALITAT 7, 08630 Abrera",408341.52,4596748.46,41.5170777,1.9015237
cens-0800180001-1695,BALTRANSA,11.0,"AV Energia 9, 08630 Abrera",407937.87,4595931.74,41.5096761,1.8968119
cens-0800180001-1234,AGRUPACIÓ SOCIALISTA PSC ABRERA,11.0,"AV LLUÍS COMPANYS 8, 08630 Abrera",408319.43,4596638.73,41.516087,1.9012757
cens-0800180001-1904,Malena Enginnering,11.0,"CAMI SAGRAMENTS 22, 08630 Abrera",407759.22,4596550.31,41.5152263,1.8945767
cens-0800180001-567,ACCIÓ GLOBAL SOFTWARE TECNOLÒGIC,11.0,"PG ESTACIO 1, 08630 Abrera",408081.11,4597177.46,41.5209114,1.8983378
cens-0800180001-1134,TECNOCIM,11.0,"C Francesc Layret 12-14, 08630 Abrera",407286.34,4597050.13,41.519673,1.8888337
cens-0800180001-1424,FERTEUBA - INGENIERÍA Y DIRECCIÓN DE OBRAS,11.0,"C MANRESA 9-15, 08630 Abrera",408099.1,4596944.24,41.5188131,1.898589
cens-0800180001-1419,WEBB,11.0,"C Treball 6, 08630 Abrera",407909.93,4596531.08,41.5150705,1.8963855
cens-0800180001-1078,GRÀFIQUES LAPPÍ,11.0,"CAMI SAGRAMENTS 65, 08630 Abrera",407046.09,4596887.25,41.5181783,1.88598
cens-0818310007-804,Eines - Equip d'assessorament Psicològic,24.0,"Call de la Capella 6, 2-2, 08510",442560.01,4647787.14,41.9799451,2.3066474
cens-0802290004-3848,PATUM ROOM ESCAPE,14.0,"C PERE II DE BERGA 45, 08600 Berga",405487.19,4661818.42,42.1027215,1.8569514
cens-0828450006-2777,XTREM,21.0,"C/ Camí Ral 34, 08490 TORDERA",476519.19,4616512.39,41.6999993,2.7177974
cens-0824820002-963,El Racó de Mima't SCP,41.0,"Mare de Déu de la Salut 11, 08187 Santa Eulàlia de Ronçana",436041.21,4610252.82,41.6413983,2.2320147
cens-0800180001-385,Cantina Baltransa,11.0,"AV ENERGIA 9, interior, 08630 Abrera",407937.87,4595931.74,41.5096761,1.8968119
cens-0821350006-1235,BRASERIA PLA DE BAGES,7.0,"C COLL (DEL)  36-38, na, 08272 SANT FRUITÓS DE BAGES",406432.63,4625815.46,41.7786232,1.874102
cens-0800180001-21,RESTAURANT EL SURO,11.0,"C Castell de Voltrera 1-3, local, 08630 Abrera",410918.2,4595991.38,41.5105502,1.9325106
cens-0800180001-1535,CERVESERIA ÀGORA,11.0,"PL RAFAEL CASANOVA 14, L 5, 08630 Abrera",408222.61,4597003.62,41.519362,1.9000599
cens-0800180001-995,BAR RESTAURANT 2002,11.0,"CAMI SAGRAMENTS 57, 08630 Abrera",407172.99,4596788.06,41.5172997,1.8875159
cens-0800180001-1406,ALI Kebab Pizzeria,11.0,"AV Generalitat 31, local, 08630 Abrera",408194.51,4596933.84,41.5187304,1.8997339
cens-0800180001-1212,RESTAURANT LA CUINETA,11.0,"C Francesc Layret 12-14, 08630 Abrera",407286.34,4597050.13,41.519673,1.8888337
cens-0800180001-1516,BAR RESTAURANT PALADAR,11.0,"AV Ca n'Amat 10, 08630 Abrera",407839.53,4595787.5,41.5083658,1.8956558
cens-0800180001-1521,Los Tostones,11.0,"C Hostal del Pi 4-6, 16, 08630 Abrera",408522.25,4595624.98,41.5069804,1.90386
cens-0800180001-65,El Refugi,11.0,"C JACINT VERDAGUER 1, local, 08630 Abrera",408354.69,4597039.32,41.5196987,1.9016372
cens-0800180001-117,PIZZERIA REBATO,11.0,"C REBATO 6, local, 08630 Abrera",407869.11,4597224.1,41.5213071,1.8957903
